HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.premise,Input.hypothesis,Input.cid,Input.hid,Answer.correct,Answer.incorrect,Answer.maybe,Answer.problems,Approve,Reject
3URJ6VVYUQPS4FENH772TO0BX74O41,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:24 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:24 PDT 2020,,,374TNBHA8CXE9I3HBTSEM2V336OQYY,AKSJ3C5O3V9RB,Approved,Fri Apr 17 14:06:33 PDT 2020,Fri Apr 17 18:40:16 PDT 2020,Sat Apr 18 18:40:16 PDT 2020,Sat Apr 18 18:40:44 PDT 2020,,,16423,100% (700/700),100% (31/31),100% (25/25),"Other GOP presidential hopefuls are in the race or toying with it -- including former Tennessee Gov. Lamar Alexander, Gov. Pete Wilson of California, Sen. Richard G. Lugar of Indiana and conservative hard-liner Patrick J. Buchanan, who seriously wounded George Bush in the 1992 primaries.","Other incoming GOP lawmakers who have recruited staff from K Street include Robert Dold of Illinois, Steve Pearce of New Mexico and Jeff Denham of California.",LTW_ENG_19950221.0047_3_1,WPB_ENG_20101208.0092_8_0,Several Republican men are vying for their chance to be named the GOP presidential candidate.,The upcoming presidential election is devoid of any potential GOP candidates.,Pat Buchanan is currently ahead of other GOP challengers.,{},,
3UUIU9GZC67QDQNVRTCBSQCCWBH5TA,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:23 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:23 PDT 2020,,,39GAF6DQWS29OKOVL3FFE2J1DDOV1T,A1SX8IVV82M0LW,Approved,Fri Apr 17 18:51:49 PDT 2020,Fri Apr 17 22:23:24 PDT 2020,Sat Apr 18 22:23:24 PDT 2020,Sat Apr 18 22:23:44 PDT 2020,,,12695,100% (1369/1369),100% (130/130),100% (130/130),"""As soon as we heard Sam's decision, we were in our office, and at that point in time I knew who I wanted to hire,"" Panther owner John Barnes said.",Bill and I saw that as soon as we landed at Havana's Jose Marti airport.,AFP_ENG_20031011.0454_1_0,NYT_ENG_19940915.0015_13_0,John Barnes knew he wanted to hire Sam.,John Barnes was trying to get hired for Panther.,Sam needed to think hard about his decision to be hired by Panther.,{},,
3UY4PIS8QSNTUVHSTAONG1T3VDQ1NN,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:35 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:35 PDT 2020,,,3ZSY5X72NYD2R5EFIL8GP176LG2ROW,A2M1CVZZJAN4T4,Approved,Fri Apr 17 08:59:44 PDT 2020,Fri Apr 17 10:06:42 PDT 2020,Sat Apr 18 10:06:42 PDT 2020,Sat Apr 18 10:06:45 PDT 2020,,,4018,100% (351/351),100% (56/56),100% (56/56),"For many businesses, this has meant cutting labor forces, and for some, going bankrupt.","For Mathews, Church's killing meant financially leaner times.",NYT_ENG_19950530.0032_14_2,NYT_ENG_20011216.0026_54_0,Some businesses went bankrupt because of this.,"Although the consequences of this were bad for many businesses, bankruptcy wasn't necessary for any of them.","Some businesses though, despite the odds, had increased revenue.",{},,
3UYRNV2KIU1B5V1DSVX2VBGB9JW8NE,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:35 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:35 PDT 2020,,,384PI804XT3TP3M9VP6APAGK9FD0SB,AKSJ3C5O3V9RB,Approved,Fri Apr 17 09:33:22 PDT 2020,Fri Apr 17 14:33:01 PDT 2020,Sat Apr 18 14:33:01 PDT 2020,Sat Apr 18 14:33:44 PDT 2020,,,17979,100% (700/700),100% (31/31),100% (25/25),"Maple laid out the latest crime statistics as a series of dots on a map, and grilled the chiefs on what they were doing to stop this rash of robberies here or that outbreak of shootings there.","Police said that they were ""surprised"" by the latest scheme of the snakeheads and vowed to step up a crackdown on marriages of convenience.",NYT_ENG_20020414.0203_14_1,CNA_ENG_20030929.0016_5_0,Maple was a competent investigator who excelled at leading and overseeing all investigations at the precinct.,Maple was least interested in proactively reducing the number of crimes that occurred under his jurisdiction.,Maple has been interested in law enforcement since he was a young child.,{},,
3VAOOVPI30UGW2IBA7QRNOYSOOULLA,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:22 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:22 PDT 2020,,,337RC3OW064MERSZEDXYYHSFBJYVL4,A3EUGO4VR2N4G1,Approved,Fri Apr 17 14:00:18 PDT 2020,Fri Apr 17 18:04:46 PDT 2020,Sat Apr 18 18:04:46 PDT 2020,Sat Apr 18 18:05:44 PDT 2020,,,14668,100% (97/97),100% (97/97),100% (46/46),"At a time of heightened concern in Washington that drug violence along the border may spill into the United States, the case dubbed ""Luz Verde,"" or Green Light, shows how Mexican cartels are trying to build up their U.S. presence.","In the centuries since, neither could the Creek, the Texas Rangers, the Comanche or even a treaty-breaking U.S. government.",WPB_ENG_20101019.0066_4_0,NYT_ENG_19940905.0129_0_1,The US has intelligence suggesting that the Mexican cartels are trying to establish a foothold in the U.S.,The U.S. doesn't have any intelligence relating to the Mexican cartel's plans.,The Mexican cartels have already increased their numbers in the U.S.,{},,
3VCK0Q0PO6GTN6WAXRKN2WATQLK0NJ,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:21 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:21 PDT 2020,,,3WMOAN2SRCZC2RVKQQDDB9W4GCANV6,AYJGQBBK6KXZ7,Approved,Fri Apr 17 13:59:43 PDT 2020,Fri Apr 17 15:38:38 PDT 2020,Sat Apr 18 15:38:38 PDT 2020,Sat Apr 18 15:38:44 PDT 2020,,,5935,100% (50/50),100% (50/50),100% (50/50),"Ever since the contested 2000 election in Florida, high-technology voting machines have been promoted as a way to do away with the infamous ""hanging chad"" problems that occur when voters do not completely push through a punch-card ballot.","""Florida's great leap into touch-screen technology after the disastrous 2000 election has proven to be an experiment that has not been successful,"" Sancho said.",NYT_ENG_20041111.0264_7_0,NYT_ENG_20061129.0162_14_1,"High-tech voting machines are on the upswing, especially since the controversial 2000 election night in Florida.",The 2000 election was such a success in Florida that everyone wants to continue using a punch-card ballot system.,"The 2000 election was criticized as being inaccurate, so high tech voting machines are gaining popularity to eliminate human error or corruption.",{},,
3VDI8GSXAGV5V3KR5RK75R7E87A8G6,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:32 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:32 PDT 2020,,,31HQ4X3T3TC6MZBVKISTNU88CDILSZ,A1VF3WAZ8YS8K2,Approved,Fri Apr 17 09:07:04 PDT 2020,Fri Apr 17 09:11:19 PDT 2020,Sat Apr 18 09:11:19 PDT 2020,Sat Apr 18 09:11:44 PDT 2020,,,255,100% (1/1),100% (1/1),100% (1/1),Leakage of hydrogen sulphide at a refinery in this capital city of northwest China's Ningxia Hui Autonomous Region knocked down 12 farmers on Wednesday.,"The per capita net income of farmers in northwest China's Ningxia Hui Autonomous Region was reported at 1,540 yuan for 1997.",XIN_ENG_20040916.0017_0_0,XIN_ENG_19980217.0248_0_0,Twelve farmers were knocked down by a hydrogen sulphide leakage in the capital city.,"There was a hydrogen sulphide leak on Wednesday; however, no one was affected.",The leakage also affected the outdoor mall nearby.,{},,
3VDVA3ILIEHNK30666BSQHK6U141GF,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:33 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:33 PDT 2020,,,3OWEPKL08AEAR1UO8SAX5VG1UWVN7A,A1SX8IVV82M0LW,Approved,Fri Apr 17 14:21:19 PDT 2020,Fri Apr 17 14:38:20 PDT 2020,Sat Apr 18 14:38:20 PDT 2020,Sat Apr 18 14:38:44 PDT 2020,,,1021,100% (1369/1369),100% (130/130),100% (130/130),The United States is committed to withdrawing all combat troops from Iraq by August 2010 ahead of a complete pullout of all forces by the end of 2011.,The United States insisted that the upsurge of bloodletting would not compromise its goal of withdrawing all combat troops from Iraq by the end of August.,AFP_ENG_20091007.0692_4_0,AFP_ENG_20100407.0644_13_0,The United States is committing to withdrawing all combat troops by 2011.,The United States will continue fighting in Iraq past 2011.,The United States will try to make peace talks with Iraq.,{},,
3VGET1QSZ11XSB58ARWJDUX7RBTW75,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:24 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:24 PDT 2020,,,3BWI6RSP7HB6XVHBFT7EF8MSG4QE78,A1E77HZO63E334,Approved,Fri Apr 17 13:55:44 PDT 2020,Fri Apr 17 14:59:02 PDT 2020,Sat Apr 18 14:59:02 PDT 2020,Sat Apr 18 14:59:44 PDT 2020,,,3798,100% (61/61),100% (61/61),100% (61/61),"Melamine, which is used for making plastics and glues, was blamed for causing kidney stones in the affected babies, a condition normally rare in infants, but which gives rise to a range of health risks.","In a larger trucks, hidden in bags of rice, were stacks of ammunition, loaded in what is known as a ``military clip'' to make for fast loading during combat.",AFP_ENG_20081128.0048_9_0,LTW_ENG_20040413.0118_13_1,Melamime can cause kidney stones.,Melamime is completely safe for infants.,Kidney stones in infants doubled as result of Melamime.,{},,
3VJ4PFXFJ492J9E1MUT25XE073OUAV,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:37 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:37 PDT 2020,,,338JKRMM2710076BCXR4A2LV9QJHA9,A1E77HZO63E334,Approved,Fri Apr 17 10:01:05 PDT 2020,Fri Apr 17 10:26:32 PDT 2020,Sat Apr 18 10:26:32 PDT 2020,Sat Apr 18 10:26:44 PDT 2020,,,1527,100% (61/61),100% (61/61),100% (61/61),"Mansoor Dadullah, whose more prominent brother Mullah Dadullah was killed by U.S. forces last year in Afghanistan, was captured after he and a small band of fighters encountered a contingent of Pakistani troops in the southwest province of Baluchistan, the Pakistani army said.",Pakistani military said Mansoor Dadullah was captured after he and a group of fighters encountered Pakistani troops in the southwest province of Baluchistan.,LTW_ENG_20080212.0093_0_0,XIN_ENG_20080212.0172_6_0,Mansoor Dadullah was captured.,Mansoor Dadullah is a free man.,Mansoor Dadullah has three brothers.,{},,
3VMV5CHJZ9HOTNCF8PV2WN31MKUTGF,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:26 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:26 PDT 2020,,,3H7Z272LX89997V3S1OZSP3XPT9LPH,A23KAJRDVCVGOE,Approved,Fri Apr 17 08:59:33 PDT 2020,Fri Apr 17 09:15:02 PDT 2020,Sat Apr 18 09:15:02 PDT 2020,Sat Apr 18 09:15:44 PDT 2020,,,929,100% (8/8),100% (8/8),100% (8/8),"I have kept that epitaph in my heart, and tonight, I would like to share it with you -- as a tribute to all who support, advocate, and have stood up in the name of human rights:",A: I hate to tell you that I gave the name to myself -- my first chairmanship with the USGA was the Girls Junior.,CNA_ENG_20031101.0013_28_0,NYT_ENG_20050617.0234_7_0,I want to share and appreciate everyone of you tonight for standing up for human rights.,We will not do anything this evening and not appreciate anyone for what they have done and i won't share anything with you,Human right may be an important issue but i'm not sure if you all did your part correctly,{},,
3VP28W7DUOME1ZPJ3XE20Q4661GZF2,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:37 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:37 PDT 2020,,,3PJ71Z61R54BRDBSI2AJMKU4MJN19X,A2M1CVZZJAN4T4,Approved,Fri Apr 17 08:59:52 PDT 2020,Fri Apr 17 10:27:07 PDT 2020,Sat Apr 18 10:27:07 PDT 2020,Sat Apr 18 10:27:44 PDT 2020,,,5235,100% (351/351),100% (56/56),100% (56/56),"The product is one of the few low-toxicity drugs to treat the disease, a chronic blood disorder that affects four million people in Nigeria alone and afflicts many people of African descent in the West.","Statistics from the UNFPA and the US-based Engender Health organization show that there are about one million cases of VVF in Nigeria, the most populous African country with a population of over 126 million.",AFP_ENG_20101212.0062_14_0,XIN_ENG_20030624.0290_3_0,"The disease, a chronic blood disorder, can be treated.","The disease, a chronic blood disorder, doesn't affect people of African descent.",Some of the drugs used to treat the chronic blood disorder have such a high-toxicity level that they aren't used anymore.,{},,
3VQTAXTYN4N72JJTS8TY08Y6PL9UBQ,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:37 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:37 PDT 2020,,,36W0OB37HXG11FEJOP73RVC4IB7ZH9,A272X64FOZFYLB,Approved,Fri Apr 17 08:59:53 PDT 2020,Fri Apr 17 10:37:58 PDT 2020,Sat Apr 18 10:37:58 PDT 2020,Sat Apr 18 10:38:44 PDT 2020,,,5885,100% (686/686),100% (37/37),100% (37/37),"President Chen noted that Larios, who had served as a lawyer, a professor and a grand justice before his present job, has rich experience in politics.","President Chen issued a posthumous citation in honor of Faina Chiang, better known as Chiang Fang-liang, praising her as a ""woman of talent and virtue.""",CNA_ENG_20030812.0007_2_0,CNA_ENG_20041227.0009_3_0,Larios has a lot of experience in the realm of politics.,Larios has no experience in the legal sector.,President Chen has known Larios for over 15 years.,{},,
3W0KKJIARSBAXPGAVI5M3JZ7FOR8K9,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:34 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:34 PDT 2020,,,3LEIZ60CDK18M9W0QDJBEEEGZYZZ9J,AU3EV1ZS4045M,Approved,Fri Apr 17 08:59:51 PDT 2020,Fri Apr 17 09:01:38 PDT 2020,Sat Apr 18 09:01:38 PDT 2020,Sat Apr 18 09:01:44 PDT 2020,,,107,100% (2/2),100% (2/2),100% (2/2),"Then she'll add, almost with a regret, ``I try to stay open to the creativity of my staff and actors'' and you think, ``Yeah, they all say that!''","They say I pander to the audience and blah, blah, blah, blah, blah.",LTW_ENG_19960822.0014_10_1,NYT_ENG_19950925.0296_23_4,She will try to stay open to creativity of her staff and actors.,She wont stay open to creativity to ger staff and actors.,She might regret staying open to her staff and actors.,{},,
3W0XM68YZQXSMPWPWXW7O9CZ1IL1KI,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:34 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:34 PDT 2020,,,3RXCAC0YISR8HNILVTP8TB3Z42QG8P,A3CGQOJC28OVGN,Approved,Fri Apr 17 09:13:32 PDT 2020,Fri Apr 17 09:27:55 PDT 2020,Sat Apr 18 09:27:55 PDT 2020,Sat Apr 18 09:28:44 PDT 2020,,,863,100% (5/5),100% (5/5),100% (5/5),"The Local Structure Law which redefines the structure and functions of the Taiwan Provincial Government and local governments, and the Law Governing the Allocation of Government Revenues and Expenditures which re-allocates revenue between the central and local governments following the downsizing of the Taiwan Provincial Government, passed through the legislature after the opposition Democratic Progressive Party gave up a filibuster against its passage.","Accompanied by Darrell Jenks, branch chief of AIT's Kaohsiung office, Johnson asked Yu about the effect on localities of the streamlining of the Taiwan Provincial Government and about the financial relationship between the central government and local governments after the amendment of a law governing the distribution of revenues and expenditures.",CNA_ENG_19990113.0025_1_0,CNA_ENG_19990513.0020_1_0,The Local Structure Law passed the legislature of Taiwan.,The Democratic Progressive Party's fillibuster was successful and the law failed to come to a vote.,It was a very close vote and all member of the Democratic Progressive Party voted against it.,{},,
3W1K7D6QSCJOOID3YVS6H0DLR3OZBK,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:34 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:34 PDT 2020,,,3A1PQ49WVIJ46JTBGEYBZ1SS5YU1HQ,A3EUGO4VR2N4G1,Approved,Fri Apr 17 15:21:18 PDT 2020,Fri Apr 17 19:10:26 PDT 2020,Sat Apr 18 19:10:26 PDT 2020,Sat Apr 18 19:10:44 PDT 2020,,,13748,100% (97/97),100% (97/97),100% (46/46),"Speaking with local journalists during an informal meeting, Chen said the article is part of his efforts to enhance international awareness of the necessity for Taiwan to have representation in the United Nations and greater presence in the international community as a whole.","Their economic achievements are widely known, as is their willingness to participate in the international community as a member of the United Nations.",CNA_ENG_20050809.0043_1_0,CNA_ENG_19971007.0004_10_1,Chen is trying to get Taiwan into the United Nations.,Taiwan is turning inward and is staying out of international politics.,Taiwan is trying to prevent being taken over by China.,{},,
3W3RSPVVGTTJFS55JLISEBUB1FNLU4,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:25 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:25 PDT 2020,,,3P4RDNWND68BXVKZCLM23DPTZQ9JI1,AYJGQBBK6KXZ7,Approved,Fri Apr 17 09:02:26 PDT 2020,Fri Apr 17 12:26:36 PDT 2020,Sat Apr 18 12:26:36 PDT 2020,Sat Apr 18 12:26:44 PDT 2020,,,12250,100% (50/50),100% (50/50),100% (50/50),"He referred to the regional ministerial meeting on fighting terrorism co-hosted by Indonesia and Australia, which is scheduled for Feb. 4-5 in Bali.",He made the remarks in Bali where he participated in the regional ministerial meeting on counter-terrorism co-hosted by Indonesia and Australia.,XIN_ENG_20040115.0073_2_0,XIN_ENG_20040204.0128_2_0,Australia and Indonesia are co-hosting a ministerial meeting focused on combating terrorism on February 4th and 5th in Bali.,The United States and Peru are holding a ministerial meeting focused on ending terrorism at the beginning of February in Bali.,Indonesia and Australia are co-hosting the first annual anti-terrorism meeting this February in Bali.,{},,
3W5PY7V3UQ9U1B1AQ1341HNWTETYJD,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:21 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:21 PDT 2020,,,3OSWBBLG1FZVK4921B0S3PHVIJGDXH,A1E77HZO63E334,Approved,Fri Apr 17 14:35:50 PDT 2020,Fri Apr 17 15:41:02 PDT 2020,Sat Apr 18 15:41:02 PDT 2020,Sat Apr 18 15:41:44 PDT 2020,,,3912,100% (61/61),100% (61/61),100% (61/61),"You can flavor them with almost anything that sounds good: chopped fresh herbs such as thyme or rosemary, chopped olives, sun-dried tomatoes or sun-dried tomato paste, wild mushrooms, finely chopped vegetables, prosciutto, cheeses other than Gruyere -- or combinations.","Rice salads can be baroque or simple, made with slivered prosciutto, diced salami, cooked vegetables, pieces of firm cheese, chopped tomatoes and fresh herbs -- just about anything you can think of.",LTW_ENG_20040216.0034_8_1,LTW_ENG_20080909.0030_20_0,The dish can be modified and personalized with many flavors.,There is only one way to make the dish properly.,The dish contains grain.,{},,
3W9XHF7WGLXTV98YYGGHUFVUT1BTKI,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:27 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:27 PDT 2020,,,3AUQQEL7U6V9HV3DPKBF0X0R8LO0V1,A1SX8IVV82M0LW,Approved,Fri Apr 17 14:00:31 PDT 2020,Fri Apr 17 14:12:16 PDT 2020,Sat Apr 18 14:12:16 PDT 2020,Sat Apr 18 14:12:44 PDT 2020,,,705,100% (1369/1369),100% (130/130),100% (130/130),Sani Becirovic led Slovenia (1-2) with 18 points.,Nikola Radulovic led Italy with 18 points.,APW_ENG_20060822.0516_7_0,APW_ENG_20030906.0419_3_0,Sani Becirovic leads Slovenia in points.,Sani Becirovic won more than he lost.,Sani Becirovic scored the most points in his continent's league.,{},,
3WA2XVDZENJK7B5C6HXLLAQBPW56E1,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:34 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:34 PDT 2020,,,3M23Y66PO39O3E8OXEMRYBQBMIS6SB,A1SX8IVV82M0LW,Approved,Fri Apr 17 09:01:15 PDT 2020,Fri Apr 17 11:50:33 PDT 2020,Sat Apr 18 11:50:33 PDT 2020,Sat Apr 18 11:50:44 PDT 2020,,,10158,100% (1369/1369),100% (130/130),100% (130/130),"AOL finalized its divorce from Time Warner on Wednesday, ending one of the most disastrous marriages in corporate history and leaving the Internet pioneer facing an uncertain future.","AOL finalized its divorce from Time Warner on Wednesday, ending one of the most disastrous corporate marriages in history.",AFP_ENG_20091209.0060_0_0,AFP_ENG_20091210.0030_2_0,AOL divorced from Time Warner on Wednesday.,AOL's marriage with Time Warner was successful.,Time Warner ruined AOL as a company.,{},,
3WGCNLZJKGAK8JQF4GAKKWH9H9O1D5,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:33 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:33 PDT 2020,,,3ZV9H2YQQE9IDC2FYHYUOXHCI4M3WH,A9N7QYMG6KIHD,Approved,Fri Apr 17 08:59:48 PDT 2020,Fri Apr 17 09:03:20 PDT 2020,Sat Apr 18 09:03:20 PDT 2020,Sat Apr 18 09:03:44 PDT 2020,,,212,100% (1/1),100% (1/1),100% (1/1),"He also did not say how he knew U.S. forces were trying to capture the commanders or where they were when the Americans raided a house in Irbil on Jan. 11 and detained the five Iranians, who still are in U.S. custody.","He also did not say where the commanders were when the Americans raided a house in Irbil on Jan. 11 and captured the five Iranians, who still are in U.S. custody.",APW_ENG_20070406.1299_2_0,APW_ENG_20070406.1282_2_0,He knew U.S. forces raided a house in Irbil and detained five Iranians.,The house in Irbil was raided on January 14th.,The five Iranians captured included some commanders,{},,
3WGZLY9VCIO2JJA031JZZ64HVFU8DW,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:32 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:32 PDT 2020,,,3R3YRB5GRG555TCVCWY3THAL3Y2UA4,A3RCX3IQ8L6HHW,Approved,Fri Apr 17 08:59:49 PDT 2020,Fri Apr 17 09:29:24 PDT 2020,Sat Apr 18 09:29:24 PDT 2020,Sat Apr 18 09:29:44 PDT 2020,,,1775,100% (2/2),100% (2/2),100% (2/2),"Second, over on the Republican side, Sen. John McCain of Arizona said on Sunday night's Fox News debate that he would ""get"" Osama bin Laden: ""I know how to get him, and I will get him.""","Asked how he would respond if party leaders implored him to take the second spot on the Democratic ticket to his Senate colleague from Massachusetts, Edwards told CBS television, ""I will say no.""",LTW_ENG_20080109.0104_12_0,AFP_ENG_20040201.0408_1_0,"Sen. John McCain of Arizona stated about Osama bin Laden ""I know how to get him, and I will get him,"" which he said while on Sunday night's Fox News debate.","On Sunday night's Fox News debate, Sen. John McCain stated that he had no idea how to capture Osama bin Laden.","While Sen. John McCain stated that he knew how to get Osama bin Laden, McCain was wearing a red tie.",{},,
3WPCIUYH1BALH32O6ZUUQ2049SETD5,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:24 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:24 PDT 2020,,,3LRKMWOKB6JXMPB1544W4R62TSWZ2Y,A1E77HZO63E334,Approved,Fri Apr 17 14:32:42 PDT 2020,Fri Apr 17 15:37:24 PDT 2020,Sat Apr 18 15:37:24 PDT 2020,Sat Apr 18 15:37:44 PDT 2020,,,3882,100% (61/61),100% (61/61),100% (61/61),"Northern Rock, the British bank nationalised in connection with a global credit crisis, said Monday it suffered a 2007 pre-tax loss after turning a profit in 2006 and forecast another shortfall this year.","Another British bank, Northern Rock, was nationalised in February 2008 after it ran into severe funding problems because of the global credit crunch.",AFP_ENG_20080331.0269_0_0,AFP_ENG_20091124.0086_12_0,Northern Rock is based in Britain.,Northern Rock lost money in 2007 for the second year in a row.,Northern Rock is the most popular bank in Britain.,{},,
