,WorkTimeInSecon,Worker,flip-class,hypoID,hypothesis,mask-type,model-label,orig-prob,premID,premise,response,model-wrong
216,1119.0,A30HUZHJBOX1LK,Uncertain-Flip,9424.0,The speaker did not think about their situation.,data-slices,entailment,0.99,17012.0,"It worries me that before I thought too hard about it, I was having a pretty good time.",contradiction,True
216,1119.0,A30HUZHJBOX1LK,Uncertain-Same,9425.0,The speaker did not think about their.,data-slices,contradiction,0.99,17012.0,"It worries me that before I thought too hard about it, I was having a pretty good time.",contradiction,False
216,1119.0,A30HUZHJBOX1LK,Uncertain-Same,9426.0,The speaker did not think about their situation at.,data-slices,contradiction,0.99,17012.0,"It worries me that before I thought too hard about it, I was having a pretty good time.",contradiction,False
384,2280.0,A2C84POENS2UNY,Uncertain-Same,50249.0,Initiatives haven't been effective to help reach targeted investments.,gradient,contradiction,0.98,17188.0,"Overall, we have implemented the following initiatives and targeted investments, some of which are relatively recent and some of which are 16",neutral,True
384,2280.0,A2C84POENS2UNY,Uncertain-Same,50252.0,Initiatives haven't been implemented without targeted investments.,gradient,contradiction,0.98,17188.0,"Overall, we have implemented the following initiatives and targeted investments, some of which are relatively recent and some of which are 16",neutral,True
384,2280.0,A2C84POENS2UNY,Uncertain-Flip,50253.0,Initiatives haven't taken long to help reach targeted investments.,gradient,neutral,0.98,17188.0,"Overall, we have implemented the following initiatives and targeted investments, some of which are relatively recent and some of which are 16",neutral,False
384,2280.0,A2C84POENS2UNY,Certain-Same,50255.0,Initiatives haven't been implemented yet to reach targeted investments.,gradient,contradiction,0.98,17188.0,"Overall, we have implemented the following initiatives and targeted investments, some of which are relatively recent and some of which are 16",contradiction,False
288,318.0,A2EI075XZT9Y2S,Uncertain-Same,9635.0,"For me it's. Usually when you're in school, you'll wear sweatpants.",data-slices,entailment,0.95,17454.0,because it's more comfortable for me but you know it's like when you're in school you either wear sweatpants or jeans,neutral,True
288,318.0,A2EI075XZT9Y2S,Certain-Flip,9637.0,"For me it is not comfortable. Usually when you're in school, you'll wear sweatpants.",data-slices,contradiction,0.95,17454.0,because it's more comfortable for me but you know it's like when you're in school you either wear sweatpants or jeans,contradiction,False
288,318.0,A2EI075XZT9Y2S,Certain-Flip,9639.0,"For me it's not comfortable. Usually when you're in school, you'll wear sweatpants.",data-slices,contradiction,0.95,17454.0,because it's more comfortable for me but you know it's like when you're in school you either wear sweatpants or jeans,contradiction,False
288,318.0,A2EI075XZT9Y2S,Uncertain-Flip,9640.0,"For me jeans are more comfortable. Usually when you're in school, you'll wear sweatpants.",data-slices,contradiction,0.95,17454.0,because it's more comfortable for me but you know it's like when you're in school you either wear sweatpants or jeans,neutral,True
393,1156.0,A30HUZHJBOX1LK,Certain-Flip,52240.0,"He can say a lot of things, but none to her.",gradient,contradiction,0.98,17838.0,He can tell her of something bad that has happened without fearing that she will think he is complaining.,contradiction,False
393,1156.0,A30HUZHJBOX1LK,Uncertain-Same,52241.0,"He complained about a lot of things, but didn't tell her.",gradient,neutral,0.98,17838.0,He can tell her of something bad that has happened without fearing that she will think he is complaining.,contradiction,True
393,1156.0,A30HUZHJBOX1LK,Uncertain-Flip,52246.0,He complained about a lot of things to her.,gradient,contradiction,0.98,17838.0,He can tell her of something bad that has happened without fearing that she will think he is complaining.,neutral,True
393,1156.0,A30HUZHJBOX1LK,Uncertain-Same,52248.0,"He complained about a lot of things, but never said anything to her.",gradient,neutral,0.98,17838.0,He can tell her of something bad that has happened without fearing that she will think he is complaining.,contradiction,True
318,1284.0,A2C84POENS2UNY,Certain-Flip,55083.0,People can afford to go shopping with a meager allowance.,gradient,entailment,1.0,18775.0,Shopping is so varied that even the most meager allowance funds a spending spree.,entailment,False
318,1284.0,A2C84POENS2UNY,Uncertain-Same,55087.0,People can only ever afford to go shopping with a meager allowance.,gradient,contradiction,1.0,18775.0,Shopping is so varied that even the most meager allowance funds a spending spree.,contradiction,False
318,1284.0,A2C84POENS2UNY,Uncertain-Flip,55088.0,People can ever afford to go shopping with a meager allowance.,gradient,entailment,1.0,18775.0,Shopping is so varied that even the most meager allowance funds a spending spree.,entailment,False
318,1284.0,A2C84POENS2UNY,Uncertain-Same,55089.0,People can only afford to go shopping with a meager allowance.,gradient,contradiction,1.0,18775.0,Shopping is so varied that even the most meager allowance funds a spending spree.,contradiction,False
396,286.0,A2EI075XZT9Y2S,Uncertain-Same,56478.0,The picture did not allow them to waste hardly any time analyzing anything.,gradient,neutral,0.98,19255.0,That's about as close to analysis as the picture gets.,neutral,False
396,286.0,A2EI075XZT9Y2S,Certain-Flip,56486.0,The picture is close enough to waste hardly any time analyzing anything.,gradient,contradiction,0.98,19255.0,That's about as close to analysis as the picture gets.,contradiction,False
303,1116.0,A30HUZHJBOX1LK,Certain-Flip,56527.0,Communist ideology made it easy for Poland to become capitalist.,gradient,contradiction,1.0,19275.0,Poland's road to capitalism and democracy has been a complicated one.,contradiction,False
303,1116.0,A30HUZHJBOX1LK,Uncertain-Same,56529.0,Communist ideology made it possible for Poland to become capitalist.,gradient,neutral,1.0,19275.0,Poland's road to capitalism and democracy has been a complicated one.,neutral,False
303,1116.0,A30HUZHJBOX1LK,Uncertain-Flip,56530.0,Many factors have made it hard for Poland to become capitalist.,gradient,entailment,1.0,19275.0,Poland's road to capitalism and democracy has been a complicated one.,neutral,True
303,1116.0,A30HUZHJBOX1LK,Uncertain-Flip,56534.0,Communist ideology made it impossible for Poland to become capitalist.,gradient,contradiction,1.0,19275.0,Poland's road to capitalism and democracy has been a complicated one.,contradiction,False
324,594.0,A2EI075XZT9Y2S,Uncertain-Same,58431.0,"In the past, hospitals have been required to distribute this statement.",gradient,neutral,1.0,19899.0,"At present, hospitals are required to distribute a statement entitled An Important Message from Medicare5 to patients at or about the time of admission.",neutral,False
324,594.0,A2EI075XZT9Y2S,Certain-Same,58433.0,"Over five years, hospitals have been required to distribute this statement.",gradient,neutral,1.0,19899.0,"At present, hospitals are required to distribute a statement entitled An Important Message from Medicare5 to patients at or about the time of admission.",neutral,False
324,594.0,A2EI075XZT9Y2S,Uncertain-Same,58435.0,"Over the years, hospitals have been required to distribute this statement.",gradient,neutral,1.0,19899.0,"At present, hospitals are required to distribute a statement entitled An Important Message from Medicare5 to patients at or about the time of admission.",neutral,False
324,594.0,A2EI075XZT9Y2S,Uncertain-Flip,58437.0,"Over five years, hospitals have not been required to distribute this statement.",gradient,contradiction,1.0,19899.0,"At present, hospitals are required to distribute a statement entitled An Important Message from Medicare5 to patients at or about the time of admission.",neutral,True
222,484.0,A2EI075XZT9Y2S,Uncertain-Flip,11012.0,There is no other way to monitor and report emissions.,data-slices,neutral,0.99,20008.0,"To ensure that the cap is met and to provide credibility, sources also are required to install systems that continuously monitor and report emissions.",neutral,False
222,484.0,A2EI075XZT9Y2S,Uncertain-Same,11013.0,There is only one way to monitor and report emissions.,data-slices,contradiction,0.99,20008.0,"To ensure that the cap is met and to provide credibility, sources also are required to install systems that continuously monitor and report emissions.",neutral,True
222,484.0,A2EI075XZT9Y2S,Uncertain-Flip,11014.0,There is a good way to monitor and report emissions.,data-slices,neutral,0.99,20008.0,"To ensure that the cap is met and to provide credibility, sources also are required to install systems that continuously monitor and report emissions.",neutral,False
222,484.0,A2EI075XZT9Y2S,Certain-Same,11017.0,There isn't a good way to monitor and report emissions.,data-slices,contradiction,0.99,20008.0,"To ensure that the cap is met and to provide credibility, sources also are required to install systems that continuously monitor and report emissions.",contradiction,False
363,213.0,A2EI075XZT9Y2S,Uncertain-Same,59131.0,It was not surprising that Dave had made it.,gradient,contradiction,0.99,20128.0,"You're alive!""  Dave was still amazed at that himself.",contradiction,False
363,213.0,A2EI075XZT9Y2S,Uncertain-Flip,59135.0,It was a shock that Dave had made it.,gradient,entailment,0.99,20128.0,"You're alive!""  Dave was still amazed at that himself.",entailment,False
363,213.0,A2EI075XZT9Y2S,Certain-Flip,59137.0,It was a miracle that Dave had made it.,gradient,neutral,0.99,20128.0,"You're alive!""  Dave was still amazed at that himself.",neutral,False
363,213.0,A2EI075XZT9Y2S,Uncertain-Flip,59139.0,It was a complete shock that Dave had made it.,gradient,neutral,0.99,20128.0,"You're alive!""  Dave was still amazed at that himself.",entailment,True
399,1136.0,A30HUZHJBOX1LK,Uncertain-Same,60892.0,Many people want to learn island dialects from in Balearic culture.,gradient,neutral,0.97,20696.0,With the revival of island dialects has come a renewed interest in Balearic culture.,neutral,False
399,1136.0,A30HUZHJBOX1LK,Uncertain-Same,60893.0,More foreigners want to learn island dialects from in Balearic culture.,gradient,neutral,0.97,20696.0,With the revival of island dialects has come a renewed interest in Balearic culture.,neutral,False
399,1136.0,A30HUZHJBOX1LK,Certain-Flip,60894.0,People don't want to learn island dialects from in Balearic culture.,gradient,contradiction,0.97,20696.0,With the revival of island dialects has come a renewed interest in Balearic culture.,contradiction,False
399,1136.0,A30HUZHJBOX1LK,Uncertain-Flip,60898.0,People want to learn island dialects from in Balearic culture.,gradient,entailment,0.97,20696.0,With the revival of island dialects has come a renewed interest in Balearic culture.,neutral,True
291,496.0,A2EI075XZT9Y2S,Certain-Flip,11422.0,The Legal Aid Bureau helps people become more independent and.,data-slices,entailment,0.95,20749.0,In a society that stresses individual achievement Co where you pull yourself up by your bootstraps Co the Legal Aid Bureau helps those without boots.,neutral,True
291,496.0,A2EI075XZT9Y2S,Certain-Flip,11426.0,The Legal Aid Bureau helps people become more independent.,data-slices,entailment,0.95,20749.0,In a society that stresses individual achievement Co where you pull yourself up by your bootstraps Co the Legal Aid Bureau helps those without boots.,entailment,False
372,1277.0,A2C84POENS2UNY,Certain-Flip,61142.0,Married women's entrance into the work force has been a small social step.,gradient,contradiction,0.99,20807.0,Since then at least one monumental social change has swept across suburbia--namely the entry of married women into the work force--without generating a literature.,contradiction,False
372,1277.0,A2C84POENS2UNY,Uncertain-Flip,61143.0,Married women's entrance into the work force has been a.label: contradiction.,gradient,neutral,0.99,20807.0,Since then at least one monumental social change has swept across suburbia--namely the entry of married women into the work force--without generating a literature.,neutral,False
372,1277.0,A2C84POENS2UNY,Uncertain-Same,61147.0,Married women's entrance into the work force has been a significant.,gradient,entailment,0.99,20807.0,Since then at least one monumental social change has swept across suburbia--namely the entry of married women into the work force--without generating a literature.,entailment,False
372,1277.0,A2C84POENS2UNY,Uncertain-Same,61150.0,Married women's entrance into the work force has been an important step.,gradient,entailment,0.99,20807.0,Since then at least one monumental social change has swept across suburbia--namely the entry of married women into the work force--without generating a literature.,entailment,False
327,38.0,A2EI075XZT9Y2S,Uncertain-Flip,61333.0,Tuppence was ordered to go to bed and play some more.,gradient,neutral,1.0,20888.0,"So you see you had better go to bed."" Suddenly Tuppence felt afraid.",contradiction,True
327,38.0,A2EI075XZT9Y2S,Uncertain-Flip,61335.0,Tuppence was afraid and wanted to get up and play some more.,gradient,neutral,1.0,20888.0,"So you see you had better go to bed."" Suddenly Tuppence felt afraid.",neutral,False
327,38.0,A2EI075XZT9Y2S,Certain-Same,61336.0,Tuppence had been ordered to stay up and play some more.,gradient,contradiction,1.0,20888.0,"So you see you had better go to bed."" Suddenly Tuppence felt afraid.",contradiction,False
327,38.0,A2EI075XZT9Y2S,Uncertain-Same,61337.0,Tuppence wanted to stay up and play some more.,gradient,contradiction,1.0,20888.0,"So you see you had better go to bed."" Suddenly Tuppence felt afraid.",neutral,True
444,946.0,A30HUZHJBOX1LK,Uncertain-Flip,63549.0,"They can sell you extra insurance and equipment, but you'll have to get your equipment down the road.",gradient,neutral,0.94,21616.0,They can supply equipment and extra insurance if you need it.,neutral,False
444,946.0,A30HUZHJBOX1LK,Certain-Same,63550.0,They can sell you extra insurance but you'll have to get your equipment down the road.,gradient,contradiction,0.94,21616.0,They can supply equipment and extra insurance if you need it.,neutral,True
444,946.0,A30HUZHJBOX1LK,Uncertain-Same,63551.0,"They can sell you insurance, though you'll have to get your equipment down the road.",gradient,contradiction,0.94,21616.0,They can supply equipment and extra insurance if you need it.,neutral,True
444,946.0,A30HUZHJBOX1LK,Uncertain-Same,63552.0,"They can sell you insurance and equipment, but you'll have to get your equipment down the road.",gradient,contradiction,0.94,21616.0,They can supply equipment and extra insurance if you need it.,neutral,True
210,1147.0,A30HUZHJBOX1LK,Certain-Flip,15428.0,There is only one way Shrum would have helped the text.,data-slices,neutral,1.0,28410.0,"Alas, the text could have done with more Shrum, who, let's hope, did not pen the line, Home is about freedom.",neutral,False
210,1147.0,A30HUZHJBOX1LK,Certain-Flip,15430.0,There is a possibility that Shrum would have helped the text.,data-slices,entailment,1.0,28410.0,"Alas, the text could have done with more Shrum, who, let's hope, did not pen the line, Home is about freedom.",entailment,False
207,437.0,A2EI075XZT9Y2S,Certain-Flip,15665.0,Poblete claims that the reports were lost due to technical difficulties but will soon be released.,data-slices,neutral,1.0,28909.0,Poblete claims that the reports will be posted as soon as Congress resolves technical hurdles.,contradiction,True
207,437.0,A2EI075XZT9Y2S,Uncertain-Same,15667.0,Poblete claims that the reports were lost due to technical difficulties and will.,data-slices,contradiction,1.0,28909.0,Poblete claims that the reports will be posted as soon as Congress resolves technical hurdles.,contradiction,False
207,437.0,A2EI075XZT9Y2S,Uncertain-Flip,15669.0,Poblete claims that the reports were lost due to technical difficulties and will soon be released.,data-slices,neutral,1.0,28909.0,Poblete claims that the reports will be posted as soon as Congress resolves technical hurdles.,contradiction,True
207,437.0,A2EI075XZT9Y2S,Uncertain-Flip,15670.0,Poblete claims that the reports were lost due to technical difficulties and will be released.,data-slices,neutral,1.0,28909.0,Poblete claims that the reports will be posted as soon as Congress resolves technical hurdles.,contradiction,True
177,717.0,A2C84POENS2UNY,Uncertain-Flip,16397.0,I pull my Jeep with it when I'm in my Oldsmobile.,data-slices,neutral,1.0,30305.0,i've got a big Oldsmobile that i pull it with when i,neutral,False
177,717.0,A2C84POENS2UNY,Uncertain-Flip,16398.0,"I pull my Jeep with it, but I drive an Oldsmobile.",data-slices,neutral,1.0,30305.0,i've got a big Oldsmobile that i pull it with when i,neutral,False
177,717.0,A2C84POENS2UNY,Certain-Same,16400.0,"I pull my Jeep with it,.",data-slices,contradiction,1.0,30305.0,i've got a big Oldsmobile that i pull it with when i,neutral,True
177,717.0,A2C84POENS2UNY,Uncertain-Same,16401.0,I pull my Jeep with it when I drive my Oldsmobile.,data-slices,contradiction,1.0,30305.0,i've got a big Oldsmobile that i pull it with when i,neutral,True
180,1135.0,A2C84POENS2UNY,Certain-Flip,18323.0,Clients with high trait anger were less successful with directive interventions.,data-slices,entailment,1.0,33596.0,"Clients with high trait anger, who were therefore likely to resist directive interventions, were more successful with a motivational enhancement intervention.",neutral,True
180,1135.0,A2C84POENS2UNY,Certain-Flip,18325.0,Clients with high trait anger were more likely to resist directive interventions.,data-slices,entailment,1.0,33596.0,"Clients with high trait anger, who were therefore likely to resist directive interventions, were more successful with a motivational enhancement intervention.",entailment,False
180,1135.0,A2C84POENS2UNY,Uncertain-Flip,18326.0,Clients with high trait anger are more likely to resist with directive interventions.,data-slices,entailment,1.0,33596.0,"Clients with high trait anger, who were therefore likely to resist directive interventions, were more successful with a motivational enhancement intervention.",entailment,False
180,1135.0,A2C84POENS2UNY,Uncertain-Same,18327.0,Clients with high trait anger were more likely to resist with directive interventions.,data-slices,contradiction,1.0,33596.0,"Clients with high trait anger, who were therefore likely to resist directive interventions, were more successful with a motivational enhancement intervention.",entailment,True
270,985.0,A30HUZHJBOX1LK,Uncertain-Same,18700.0,The influence is clearly felt at the Villa Nazionale than at Stra.,data-slices,neutral,0.97,34167.0,"The influence is clear even in the most spectacular of the Brenta villas, at Stra, the opulent Villa Pisani, or Villa Nazionale.",neutral,False
270,985.0,A30HUZHJBOX1LK,Certain-Same,18703.0,The influence is more felt at the Villa Nazionale than at Stra.,data-slices,neutral,0.97,34167.0,"The influence is clear even in the most spectacular of the Brenta villas, at Stra, the opulent Villa Pisani, or Villa Nazionale.",neutral,False
270,985.0,A30HUZHJBOX1LK,Uncertain-Flip,18704.0,The influence is less clearly felt at the Villa Nazionale than at Stra.,data-slices,contradiction,0.97,34167.0,"The influence is clear even in the most spectacular of the Brenta villas, at Stra, the opulent Villa Pisani, or Villa Nazionale.",neutral,True
270,985.0,A30HUZHJBOX1LK,Uncertain-Flip,18705.0,The influence is less felt at the Villa Nazionale than at Stra.,data-slices,contradiction,0.97,34167.0,"The influence is clear even in the most spectacular of the Brenta villas, at Stra, the opulent Villa Pisani, or Villa Nazionale.",neutral,True
243,268.0,A2EI075XZT9Y2S,Uncertain-Flip,19010.0,Government bonds are performing better now than five years ago.,data-slices,contradiction,0.99,34742.0,The stock market historically has a higher rate of return than government bonds do.,neutral,True
243,268.0,A2EI075XZT9Y2S,Uncertain-Flip,19012.0,Government bonds are performing better than they did five years ago.,data-slices,contradiction,0.99,34742.0,The stock market historically has a higher rate of return than government bonds do.,neutral,True
243,268.0,A2EI075XZT9Y2S,Uncertain-Same,19013.0,Government bonds are more expensive than five years ago.,data-slices,neutral,0.99,34742.0,The stock market historically has a higher rate of return than government bonds do.,neutral,False
243,268.0,A2EI075XZT9Y2S,Certain-Same,19014.0,Government bonds are more expensive now than five years ago.,data-slices,neutral,0.99,34742.0,The stock market historically has a higher rate of return than government bonds do.,neutral,False
168,551.0,A2EI075XZT9Y2S,Uncertain-Flip,19027.0,The city bus will take you much farther west than Zion Square.,data-slices,entailment,1.0,34776.0,"Farther west from Zion Square, but still accessible by city bus (routes 9 and 17), are many more points of interest.",neutral,True
168,551.0,A2EI075XZT9Y2S,Uncertain-Flip,19028.0,The city bus will take you much further west than Zion Square.,data-slices,entailment,1.0,34776.0,"Farther west from Zion Square, but still accessible by city bus (routes 9 and 17), are many more points of interest.",neutral,True
168,551.0,A2EI075XZT9Y2S,Certain-Flip,19031.0,The city bus will take you further west than Zion Square.,data-slices,entailment,1.0,34776.0,"Farther west from Zion Square, but still accessible by city bus (routes 9 and 17), are many more points of interest.",entailment,False
168,551.0,A2EI075XZT9Y2S,Uncertain-Same,19032.0,The city bus will take you even further west than Zion Square.,data-slices,contradiction,1.0,34776.0,"Farther west from Zion Square, but still accessible by city bus (routes 9 and 17), are many more points of interest.",entailment,True
231,2701.0,A2EI075XZT9Y2S,Uncertain-Same,22952.0,One story says that two lovers were killed by their Families for separating and were buried here.,data-slices,entailment,0.99,42261.0,Another legend claims these are the graves of two lovers who chose death over separation by their powerful families.,contradiction,True
231,2701.0,A2EI075XZT9Y2S,Uncertain-Flip,22953.0,One story says that two lovers were killed by their families because they were separating and were buried here.,data-slices,contradiction,0.99,42261.0,Another legend claims these are the graves of two lovers who chose death over separation by their powerful families.,contradiction,False
231,2701.0,A2EI075XZT9Y2S,Uncertain-Flip,22955.0,One story says that two lovers were killed by their families for separation and were buried here.,data-slices,contradiction,0.99,42261.0,Another legend claims these are the graves of two lovers who chose death over separation by their powerful families.,contradiction,False
231,2701.0,A2EI075XZT9Y2S,Certain-Same,22956.0,One story says that two lovers were killed by their families and were buried here.,data-slices,entailment,0.99,42261.0,Another legend claims these are the graves of two lovers who chose death over separation by their powerful families.,neutral,True
198,1098.0,A30HUZHJBOX1LK,Uncertain-Same,23966.0,I am at all curious about wondering if people have different ideas from the Soviet Union than today.,data-slices,contradiction,1.0,44014.0,right um i wonder i wonder if now the people in the Soviet Union don't have ideas very different from that so at least,neutral,True
198,1098.0,A30HUZHJBOX1LK,Certain-Flip,23968.0,I am all curious about wondering if people have different ideas from the Soviet Union than today.,data-slices,entailment,1.0,44014.0,right um i wonder i wonder if now the people in the Soviet Union don't have ideas very different from that so at least,entailment,False
198,1098.0,A30HUZHJBOX1LK,Uncertain-Flip,23974.0,"I am not at all sure, but I am wondering if people have different ideas from the Soviet Union than today.",data-slices,neutral,1.0,44014.0,right um i wonder i wonder if now the people in the Soviet Union don't have ideas very different from that so at least,entailment,True
198,1098.0,A30HUZHJBOX1LK,Uncertain-Flip,23976.0,I am not sure about wondering if people have different ideas from the Soviet Union than today.,data-slices,entailment,1.0,44014.0,right um i wonder i wonder if now the people in the Soviet Union don't have ideas very different from that so at least,neutral,True
165,47.0,A2EI075XZT9Y2S,Uncertain-Same,26756.0,We set deadlines and time limits for the members.,data-slices,contradiction,1.0,49170.0,members by permitting them to set their own schedules and deadlines.,contradiction,False
165,47.0,A2EI075XZT9Y2S,Certain-Flip,26757.0,There are schedules and time limits for the members.,data-slices,entailment,1.0,49170.0,members by permitting them to set their own schedules and deadlines.,entailment,False
165,47.0,A2EI075XZT9Y2S,Uncertain-Flip,26758.0,We have set deadlines and time limits for the members.,data-slices,entailment,1.0,49170.0,members by permitting them to set their own schedules and deadlines.,contradiction,True
165,47.0,A2EI075XZT9Y2S,Certain-Flip,26759.0,We allow schedules and time limits for the members.,data-slices,entailment,1.0,49170.0,members by permitting them to set their own schedules and deadlines.,entailment,False
276,1125.0,A30HUZHJBOX1LK,Uncertain-Same,26927.0,Both companies use a lot of the same components as eachother.,data-slices,entailment,0.96,49615.0,"The new company may also benefit from merging warehousing and inventory management, and ideally there will be joint production of components that both companies use.",neutral,True
276,1125.0,A30HUZHJBOX1LK,Uncertain-Flip,26929.0,Both companies make a lot of the same components as eachother.,data-slices,neutral,0.96,49615.0,"The new company may also benefit from merging warehousing and inventory management, and ideally there will be joint production of components that both companies use.",neutral,False
276,1125.0,A30HUZHJBOX1LK,Certain-Flip,26930.0,Both companies use exactly the same components as eachother.,data-slices,neutral,0.96,49615.0,"The new company may also benefit from merging warehousing and inventory management, and ideally there will be joint production of components that both companies use.",neutral,False
276,1125.0,A30HUZHJBOX1LK,Uncertain-Flip,26931.0,Both companies will use the same components as eachother.,data-slices,neutral,0.96,49615.0,"The new company may also benefit from merging warehousing and inventory management, and ideally there will be joint production of components that both companies use.",entailment,True
225,971.0,A30HUZHJBOX1LK,Uncertain-Flip,26933.0,People preferred to send personal mail rather than make phone calls in 1997.,data-slices,contradiction,0.99,49617.0,"For example, the first number in Column (11) shows that, between 1993 and 1997, personal mail volume declined by 2.0 percent annually.",neutral,True
225,971.0,A30HUZHJBOX1LK,Certain-Same,26934.0,People preferred to send personal mail rather than make phone calls.,data-slices,neutral,0.99,49617.0,"For example, the first number in Column (11) shows that, between 1993 and 1997, personal mail volume declined by 2.0 percent annually.",neutral,False
225,971.0,A30HUZHJBOX1LK,Uncertain-Same,26936.0,People preferred to send personal mail rather than make phone calls between 1997 and 1993.,data-slices,neutral,0.99,49617.0,"For example, the first number in Column (11) shows that, between 1993 and 1997, personal mail volume declined by 2.0 percent annually.",neutral,False
225,971.0,A30HUZHJBOX1LK,Uncertain-Same,26937.0,People preferred to send personal mail rather than make phone calls in 1997 and 1993.,data-slices,neutral,0.99,49617.0,"For example, the first number in Column (11) shows that, between 1993 and 1997, personal mail volume declined by 2.0 percent annually.",neutral,False
267,1227.0,A30HUZHJBOX1LK,Uncertain-Flip,27515.0,There would be almost no Lion King without gay people.,data-slices,entailment,0.97,50737.0,"(If it weren't for gay people, there would be no Lion King --or much else on the all-American cultural front.)",entailment,False
267,1227.0,A30HUZHJBOX1LK,Certain-Flip,27516.0,There would be many broadway shows without gay people.,data-slices,contradiction,0.97,50737.0,"(If it weren't for gay people, there would be no Lion King --or much else on the all-American cultural front.)",contradiction,False
267,1227.0,A30HUZHJBOX1LK,Uncertain-Same,27517.0,There would be no TV shows without gay people.,data-slices,neutral,0.97,50737.0,"(If it weren't for gay people, there would be no Lion King --or much else on the all-American cultural front.)",neutral,False
267,1227.0,A30HUZHJBOX1LK,Certain-Flip,27518.0,There would be almost all the broadway shows without gay people.,data-slices,contradiction,0.97,50737.0,"(If it weren't for gay people, there would be no Lion King --or much else on the all-American cultural front.)",neutral,True
279,1150.0,A2C84POENS2UNY,Uncertain-Flip,27970.0,"Before he turned his head, he had been listening.",data-slices,entailment,0.96,51456.0,"His head turned, his attitude now one of listening concentration.",neutral,True
279,1150.0,A2C84POENS2UNY,Certain-Flip,27971.0,"Before he turned his head, he was listening with concentration.",data-slices,contradiction,0.96,51456.0,"His head turned, his attitude now one of listening concentration.",contradiction,False
279,1150.0,A2C84POENS2UNY,Uncertain-Same,27972.0,"Before he turned his head, he.",data-slices,neutral,0.96,51456.0,"His head turned, his attitude now one of listening concentration.",neutral,False
279,1150.0,A2C84POENS2UNY,Uncertain-Flip,27973.0,"Before he turned his head, he was focused on listening.",data-slices,contradiction,0.96,51456.0,"His head turned, his attitude now one of listening concentration.",contradiction,False
171,50.0,A2EI075XZT9Y2S,Uncertain-Flip,28878.0,They were supposed to be on a fiscal calendar.,data-slices,contradiction,1.0,53012.0,"Note 2: In our work, all CBO budget projections were converted from a fiscal year to a calendar year basis.",neutral,True
171,50.0,A2EI075XZT9Y2S,Uncertain-Flip,28880.0,They were happy for the projections to be on a fiscal calendar.,data-slices,contradiction,1.0,53012.0,"Note 2: In our work, all CBO budget projections were converted from a fiscal year to a calendar year basis.",neutral,True
171,50.0,A2EI075XZT9Y2S,Uncertain-Same,28881.0,They were happy to be on a fiscal calendar.,data-slices,neutral,1.0,53012.0,"Note 2: In our work, all CBO budget projections were converted from a fiscal year to a calendar year basis.",neutral,False
171,50.0,A2EI075XZT9Y2S,Certain-Same,28882.0,They did not want the projections to be on a fiscal calendar.,data-slices,neutral,1.0,53012.0,"Note 2: In our work, all CBO budget projections were converted from a fiscal year to a calendar year basis.",neutral,False
246,413.0,A2EI075XZT9Y2S,Uncertain-Same,29166.0,"Ca'daan said that they both knew of the weakness of their foe, and words need not be wasted on acknowledging it.",data-slices,contradiction,0.98,53607.0,"I had seen what they could do to men,"" From behind him, Ca'daan could feel Thorn stiffen.",neutral,True
246,413.0,A2EI075XZT9Y2S,Certain-Same,29169.0,"Ca'daan said nothing; they both knew of the weakness of their foe, and words need to not be wasted on acknowledging it.",data-slices,contradiction,0.98,53607.0,"I had seen what they could do to men,"" From behind him, Ca'daan could feel Thorn stiffen.",neutral,True
246,413.0,A2EI075XZT9Y2S,Uncertain-Flip,29171.0,"Ca'daan and Thorn knew each other ; they both knew of the weakness of their foe, and words need not be wasted on acknowledging it.",data-slices,neutral,0.98,53607.0,"I had seen what they could do to men,"" From behind him, Ca'daan could feel Thorn stiffen.",neutral,False
246,413.0,A2EI075XZT9Y2S,Uncertain-Flip,29172.0,"Ca'daan said this because they both knew of the weakness of their foe, and words need not be wasted on acknowledging it.",data-slices,neutral,0.98,53607.0,"I had seen what they could do to men,"" From behind him, Ca'daan could feel Thorn stiffen.",neutral,False
282,219.0,A2EI075XZT9Y2S,Uncertain-Same,29255.0,"If you will walk west from Shinobazu Pond, you will go to the Whisperer's Forest.",data-slices,contradiction,0.96,53815.0,"From here, it's a short walk west to the grounds of Shinobazu Pond.",neutral,True
282,219.0,A2EI075XZT9Y2S,Uncertain-Flip,29256.0,"If you will walk to Shinobazu Pond, you will go to the Whisperer's Forest.",data-slices,neutral,0.96,53815.0,"From here, it's a short walk west to the grounds of Shinobazu Pond.",neutral,False
282,219.0,A2EI075XZT9Y2S,Uncertain-Flip,29258.0,If you will walk to Shinobazu Pond you will go to the Whisperer's Forest.,data-slices,neutral,0.96,53815.0,"From here, it's a short walk west to the grounds of Shinobazu Pond.",neutral,False
282,219.0,A2EI075XZT9Y2S,Certain-Flip,29259.0,"If you walk to Shinobazu Pond, you will go to the Whisperer's Forest.",data-slices,neutral,0.96,53815.0,"From here, it's a short walk west to the grounds of Shinobazu Pond.",neutral,False
153,297.0,A2EI075XZT9Y2S,Uncertain-Same,29572.0,Findings of interest are identified before case studies are done.,data-slices,contradiction,1.0,54375.0,"After identifying the findings of particular interest, case studies would be conducted in sites selected to maximize the ability to get the specific understanding required.",entailment,True
